,x,y
0,224,232
1,229,229
2,234,227
3,238,228
4,242,227
5,249,229
6,256,232
7,249,237
8,243,238
9,238,238
10,234,238
11,229,236
12,227,232
13,234,231
14,238,232
15,242,231
16,253,232
17,242,233
18,238,233
19,234,232
20,224,232
21,230,229
22,235,227
23,238,228
24,242,227
25,248,229
26,255,232
27,249,237
28,243,238
29,238,238
30,234,238
31,230,236
32,227,232
33,235,231
34,238,231
35,242,231
36,252,232
37,242,233
38,238,233
39,235,233
40,224,232
41,229,229
42,234,227
43,238,228
44,242,227
45,248,229
46,256,232
47,249,236
48,243,238
49,238,238
50,234,238
51,229,236
52,227,232
53,234,231
54,238,232
55,242,231
56,253,232
57,243,233
58,238,233
59,234,232
60,224,232
61,229,229
62,235,227
63,238,228
64,242,227
65,248,229
66,256,232
67,249,237
68,243,238
69,238,238
70,234,238
71,229,236
72,227,232
73,235,231
74,238,232
75,242,231
76,253,232
77,242,233
78,238,233
79,235,233
80,223,232
81,229,229
82,234,227
83,238,228
84,242,227
85,248,229
86,256,232
87,249,237
88,243,239
89,239,239
90,234,238
91,229,236
92,227,232
93,234,231
94,238,232
95,242,231
96,253,232
97,243,233
98,238,233
99,234,232
100,224,232
101,229,229
102,234,227
103,238,228
104,242,227
105,249,229
106,256,232
107,249,237
108,243,238
109,239,238
110,234,238
111,229,236
112,227,232
113,234,231
114,238,232
115,243,231
116,253,232
117,243,233
118,238,233
119,235,232
120,224,232
121,230,229
122,235,227
123,238,228
124,242,226
125,248,229
126,255,232
127,249,237
128,243,238
129,238,239
130,234,238
131,229,236
132,227,232
133,235,231
134,238,231
135,242,231
136,253,232
137,242,233
138,238,233
139,235,232
140,224,232
141,229,229
142,234,227
143,238,228
144,242,227
145,248,229
146,255,232
147,248,236
148,242,239
149,238,239
150,234,239
151,229,236
152,226,232
153,234,231
154,238,231
155,242,231
156,253,232
157,242,233
158,238,234
159,234,233
160,222,231
161,228,229
162,234,227
163,238,228
164,242,226
165,248,228
166,256,231
167,248,236
168,242,239
169,238,239
170,233,239
171,228,236
172,225,231
173,234,231
174,238,231
175,242,231
176,253,231
177,242,233
178,238,234
179,234,233
180,222,230
181,228,229
182,234,227
183,238,227
184,242,226
185,249,228
186,258,230
187,250,237
188,243,240
189,238,240
190,233,240
191,227,237
192,224,230
193,234,230
194,238,230
195,242,230
196,255,230
197,242,234
198,238,234
199,233,234
200,221,230
201,227,228
202,234,226
203,238,227
204,243,226
205,250,227
206,258,229
207,250,237
208,243,240
209,238,241
210,232,240
211,227,237
212,224,230
213,233,230
214,238,230
215,243,230
216,255,230
217,243,234
218,238,235
219,233,235
220,221,230
221,227,228
222,234,226
223,238,227
224,243,226
225,250,227
226,258,229
227,250,237
228,243,241
229,238,242
230,232,242
231,227,238
232,224,230
233,234,229
234,238,230
235,243,229
236,255,230
237,243,235
238,238,236
239,233,235
240,223,231
241,229,228
242,235,225
243,239,226
244,244,225
245,251,227
246,259,230
247,251,236
248,244,240
249,239,240
250,234,240
251,229,237
252,227,231
253,235,229
254,239,229
255,244,228
256,256,230
257,244,234
258,239,235
259,234,234
260,224,231
261,229,227
262,235,225
263,240,226
264,244,224
265,251,226
266,259,230
267,251,234
268,244,237
269,239,238
270,234,237
271,229,235
272,228,231
273,235,229
274,239,230
275,244,229
276,255,230
277,244,231
278,239,232
279,235,231
280,225,232
281,230,227
282,235,224
283,240,225
284,244,224
285,251,226
286,258,231
287,251,235
288,244,238
289,239,239
290,234,238
291,229,236
292,228,231
293,235,228
294,239,228
295,244,228
296,255,230
297,244,233
298,239,233
299,235,233
300,226,232
301,230,227
302,235,224
303,239,225
304,244,224
305,250,227
306,257,231
307,250,236
308,244,239
309,239,240
310,234,239
311,230,236
312,229,231
313,235,229
314,239,229
315,244,229
316,253,231
317,244,233
318,239,233
319,235,232
320,226,232
321,230,227
322,234,225
323,239,226
324,243,225
325,250,227
326,257,232
327,250,237
328,244,240
329,238,240
330,233,240
331,229,237
332,229,231
333,234,229
334,239,229
335,243,229
336,254,231
337,243,234
338,239,235
339,234,234
340,226,232
341,229,228
342,234,225
343,238,226
344,243,225
345,249,227
346,256,232
347,249,237
348,243,240
349,238,240
350,233,240
351,229,237
352,229,232
353,234,229
354,238,230
355,243,230
356,253,232
357,243,234
358,238,234
359,234,234
360,225,232
361,230,228
362,234,225
363,239,226
364,243,225
365,249,227
366,255,232
367,249,237
368,243,240
369,238,240
370,233,240
371,229,237
372,228,232
373,234,230
374,239,230
375,243,230
376,252,232
377,243,234
378,238,234
379,234,234
380,225,233
381,229,228
382,234,225
383,239,227
384,243,225
385,249,228
386,256,232
387,249,238
388,243,241
389,238,241
390,233,241
391,229,238
392,228,232
393,234,230
394,239,230
395,243,230
396,252,232
397,243,234
398,238,235
399,234,234
400,225,232
401,230,228
402,235,225
403,239,226
404,244,225
405,250,228
406,256,232
407,250,237
408,244,240
409,238,241
410,233,240
411,229,237
412,229,232
413,234,230
414,239,230
415,243,230
416,253,232
417,243,234
418,239,234
419,234,234
