,x,y
0,229,244
1,235,241
2,239,239
3,243,240
4,247,239
5,252,241
6,259,244
7,252,248
8,247,249
9,243,249
10,239,248
11,234,247
12,231,244
13,239,243
14,243,243
15,247,243
16,256,244
17,247,244
18,243,244
19,239,243
20,229,244
21,234,241
22,239,239
23,243,240
24,247,239
25,252,241
26,259,244
27,253,247
28,247,248
29,243,249
30,239,248
31,234,247
32,232,244
33,239,243
34,243,244
35,247,243
36,256,244
37,247,243
38,243,243
39,239,243
40,229,244
41,235,241
42,239,239
43,243,240
44,247,239
45,252,241
46,259,244
47,253,247
48,247,249
49,243,249
50,239,248
51,234,247
52,232,244
53,239,243
54,243,243
55,247,243
56,256,244
57,247,243
58,243,244
59,239,243
60,229,244
61,235,241
62,239,239
63,243,240
64,247,239
65,252,242
66,259,244
67,253,248
68,247,248
69,243,249
70,239,248
71,235,247
72,232,244
73,239,243
74,243,243
75,247,243
76,257,244
77,247,243
78,243,243
79,239,243
80,229,244
81,235,242
82,239,240
83,243,241
84,247,240
85,252,242
86,259,244
87,253,248
88,247,249
89,243,249
90,239,249
91,235,248
92,232,244
93,239,243
94,243,244
95,247,244
96,256,244
97,247,244
98,243,244
99,239,244
100,232,247
101,236,243
102,240,240
103,243,241
104,246,240
105,252,243
106,257,246
107,252,251
108,246,253
109,243,254
110,239,253
111,236,251
112,235,246
113,240,245
114,243,245
115,246,245
116,254,246
117,246,247
118,243,247
119,240,247
120,230,247
121,235,243
122,240,240
123,243,241
124,246,240
125,250,242
126,255,247
127,250,251
128,246,253
129,242,254
130,239,253
131,235,251
132,233,247
133,239,245
134,243,245
135,246,245
136,252,246
137,246,246
138,242,246
139,239,246
140,232,246
141,235,241
142,240,238
143,243,239
144,246,238
145,251,241
146,257,246
147,252,251
148,246,254
149,242,254
150,238,254
151,235,251
152,235,246
153,239,243
154,243,243
155,246,243
156,254,246
157,246,247
158,242,247
159,239,247
160,230,245
161,234,240
162,239,236
163,242,237
164,246,236
165,252,240
166,257,245
167,252,251
168,246,254
169,242,254
170,238,253
171,234,251
172,233,245
173,238,242
174,242,242
175,246,242
176,254,245
177,246,247
178,242,247
179,238,246
180,229,245
181,234,240
182,239,237
183,243,238
184,246,237
185,252,240
186,257,245
187,252,250
188,247,252
189,242,252
190,238,252
191,234,250
192,232,244
193,239,242
194,243,242
195,246,242
196,254,245
197,246,245
198,242,246
199,239,245
200,229,245
201,234,240
202,239,237
203,243,238
204,247,238
205,252,240
206,258,245
207,252,250
208,247,253
209,243,253
210,239,252
211,234,250
212,232,244
213,239,242
214,243,243
215,247,243
216,255,245
217,247,246
218,243,246
219,239,246
220,229,245
221,234,241
222,239,238
223,243,239
224,247,238
225,252,240
226,258,244
227,252,250
228,247,251
229,243,252
230,239,251
231,234,249
232,232,244
233,239,242
234,243,243
235,247,243
236,255,244
237,247,245
238,243,245
239,239,245
240,229,244
241,235,240
242,240,238
243,243,239
244,247,238
245,252,240
246,258,244
247,253,249
248,247,251
249,243,252
250,239,251
251,234,249
252,232,244
253,239,242
254,243,243
255,247,242
256,255,244
257,247,245
258,243,245
259,239,245
260,229,243
261,235,240
262,240,238
263,243,239
264,247,238
265,253,241
266,259,244
267,253,249
268,248,250
269,244,251
270,239,250
271,235,248
272,232,243
273,240,242
274,243,243
275,247,242
276,257,244
277,247,245
278,243,245
279,240,244
