,x,y
0,230,246
1,236,243
2,241,241
3,245,242
4,248,241
5,253,243
6,259,245
7,253,249
8,248,250
9,244,250
10,240,250
11,236,248
12,233,246
13,241,245
14,244,245
15,248,245
16,257,245
17,248,245
18,244,245
19,240,245
20,230,246
21,236,243
22,241,241
23,245,242
24,249,241
25,253,243
26,259,245
27,253,249
28,249,250
29,245,250
30,241,250
31,236,248
32,233,246
33,241,245
34,245,245
35,248,245
36,257,245
37,248,245
38,245,245
39,241,245
40,230,246
41,237,243
42,241,241
43,245,242
44,249,241
45,253,243
46,259,245
47,253,248
48,249,250
49,245,250
50,241,250
51,236,248
52,233,246
53,241,245
54,245,245
55,248,245
56,257,245
57,248,244
58,245,245
59,241,244
60,230,246
61,237,243
62,242,241
63,245,242
64,249,241
65,253,243
66,259,245
67,253,248
68,248,249
69,245,250
70,241,249
71,236,248
72,233,245
73,242,245
74,245,245
75,248,245
76,256,245
77,248,244
78,245,244
79,241,244
80,231,246
81,237,243
82,242,241
83,245,242
84,249,241
85,253,243
86,259,245
87,253,248
88,248,250
89,244,250
90,240,250
91,236,248
92,234,246
93,241,244
94,245,245
95,248,244
96,257,245
97,248,245
98,244,245
99,241,245
100,232,247
101,237,244
102,242,241
103,245,242
104,248,241
105,253,243
106,258,246
107,253,250
108,248,252
109,244,252
110,241,252
111,237,250
112,235,247
113,242,245
114,245,246
115,248,245
116,256,246
117,248,246
118,245,246
119,242,246
120,233,248
121,237,243
122,241,240
123,244,241
124,247,240
125,252,243
126,257,247
127,252,252
128,247,254
129,244,255
130,241,254
131,237,252
132,236,247
133,241,245
134,244,245
135,247,245
136,254,247
137,247,247
138,244,248
139,241,247
140,231,247
141,236,241
142,240,238
143,244,239
144,248,238
145,253,241
146,258,246
147,253,251
148,248,254
149,244,254
150,240,253
151,235,251
152,234,246
153,240,243
154,244,244
155,248,244
156,255,246
157,248,247
158,244,247
159,240,247
160,231,246
161,236,241
162,241,238
163,245,240
164,248,239
165,254,242
166,259,246
167,254,252
168,248,254
169,244,254
170,240,254
171,235,251
172,234,245
173,241,243
174,244,243
175,248,244
176,256,246
177,248,248
178,244,248
179,240,247
180,231,246
181,236,242
182,241,239
183,245,241
184,249,240
185,254,242
186,259,246
187,254,252
188,249,254
189,244,254
190,240,254
191,236,251
192,234,246
193,241,244
194,245,245
195,249,244
196,257,246
197,248,248
198,244,248
199,241,248
200,232,246
201,237,242
202,241,239
203,245,241
204,249,239
205,254,242
206,260,245
207,255,251
208,250,253
209,245,254
210,241,253
211,237,251
212,234,246
213,241,244
214,245,245
215,249,244
216,257,245
217,249,247
218,245,247
219,241,247
220,232,245
221,237,242
222,242,240
223,245,241
224,249,240
225,255,242
226,260,245
227,255,250
228,249,252
229,245,253
230,241,252
231,237,250
232,235,245
233,242,244
234,245,245
235,249,245
236,258,245
237,249,246
238,245,246
239,241,246
240,231,245
241,237,242
242,242,240
243,245,241
244,249,240
245,255,242
246,261,244
247,255,250
248,250,251
249,246,252
250,241,251
251,237,249
252,234,245
253,242,243
254,245,244
255,249,244
256,258,245
257,249,246
258,245,246
259,242,246
260,232,244
261,237,241
262,242,239
263,245,240
264,249,239
265,254,241
266,261,244
267,255,249
268,249,250
269,245,250
270,241,250
271,237,248
272,234,244
273,242,243
274,245,244
275,249,243
276,258,244
277,249,245
278,245,245
279,241,245
