,x,y
0,230,225
1,236,221
2,241,219
3,245,220
4,249,219
5,254,221
6,261,225
7,254,228
8,249,229
9,245,229
10,241,229
11,236,228
12,233,224
13,241,223
14,245,223
15,249,223
16,258,224
17,249,224
18,245,224
19,241,224
20,230,225
21,236,221
22,241,219
23,245,220
24,249,219
25,254,221
26,261,225
27,254,228
28,249,229
29,244,230
30,240,229
31,236,228
32,233,225
33,241,223
34,245,223
35,248,223
36,258,224
37,249,224
38,245,224
39,241,224
40,231,225
41,236,221
42,241,218
43,245,220
44,249,218
45,254,221
46,261,225
47,254,228
48,249,229
49,245,229
50,241,229
51,236,228
52,234,224
53,241,223
54,245,223
55,249,223
56,258,225
57,249,224
58,245,224
59,241,224
60,230,225
61,236,221
62,241,219
63,245,220
64,249,219
65,254,221
66,261,225
67,254,228
68,249,229
69,245,229
70,241,229
71,236,228
72,233,224
73,241,223
74,245,223
75,249,223
76,258,224
77,249,224
78,245,224
79,241,224
80,230,225
81,236,221
82,241,219
83,245,220
84,248,218
85,254,221
86,261,225
87,254,228
88,249,230
89,245,230
90,241,229
91,236,228
92,233,225
93,241,223
94,245,223
95,248,223
96,258,225
97,249,224
98,245,224
99,241,224
100,229,225
101,236,222
102,241,219
103,245,220
104,250,219
105,256,221
106,263,224
107,256,230
108,250,233
109,245,233
110,240,232
111,235,230
112,233,225
113,241,223
114,245,223
115,250,223
116,260,225
117,250,227
118,245,227
119,241,227
120,228,226
121,235,221
122,241,219
123,246,220
124,250,219
125,257,221
126,264,225
127,257,233
128,251,235
129,245,236
130,240,235
131,234,233
132,232,226
133,241,223
134,245,224
135,250,223
136,260,225
137,250,229
138,245,229
139,240,229
140,229,226
141,235,222
142,241,219
143,245,220
144,250,219
145,257,221
146,264,225
147,257,234
148,251,237
149,245,238
150,240,237
151,234,234
152,232,226
153,241,224
154,245,225
155,250,224
156,261,226
157,250,230
158,245,231
159,241,230
160,230,225
161,236,222
162,242,221
163,245,222
164,249,220
165,254,222
166,261,224
167,255,229
168,249,230
169,245,230
170,241,230
171,236,228
172,233,225
173,241,224
174,245,225
175,249,224
176,258,224
177,249,225
178,245,225
179,241,225
180,231,225
181,236,220
182,241,217
183,245,219
184,250,217
185,255,220
186,261,225
187,255,231
188,250,233
189,245,233
190,240,232
191,236,230
192,234,224
193,241,222
194,245,222
195,249,222
196,258,224
197,250,227
198,245,227
199,241,226
200,232,225
201,236,219
202,241,216
203,246,217
204,250,216
205,256,219
206,261,224
207,256,231
208,251,233
209,245,234
210,240,233
211,235,230
212,235,224
213,241,221
214,245,221
215,250,221
216,258,224
217,251,227
218,245,227
219,241,226
220,232,225
221,236,220
222,241,216
223,245,218
224,250,217
225,256,220
226,261,225
227,256,231
228,250,234
229,245,234
230,240,233
231,236,230
232,235,224
233,241,222
234,245,222
235,250,222
236,258,225
237,250,226
238,245,226
239,241,226
240,231,225
241,236,220
242,241,217
243,246,218
244,250,217
245,256,220
246,262,225
247,256,230
248,250,233
249,245,233
250,240,232
251,236,230
252,235,224
253,241,222
254,245,223
255,250,222
256,258,225
257,250,226
258,245,226
259,241,225
260,231,225
261,236,220
262,241,217
263,245,219
264,249,217
265,255,221
266,261,225
267,255,231
268,249,234
269,245,234
270,240,234
271,235,230
272,234,224
273,241,223
274,245,223
275,249,223
276,258,225
277,249,227
278,245,227
279,241,226
280,231,224
281,236,221
282,241,218
283,246,219
284,250,218
285,256,221
286,261,225
287,256,230
288,250,232
289,245,233
290,240,232
291,236,229
292,234,224
293,241,222
294,245,223
295,250,223
296,258,225
297,250,226
298,245,226
299,241,226
300,230,224
301,236,221
302,241,218
303,245,219
304,249,218
305,255,221
306,261,224
307,255,229
308,250,230
309,245,231
310,241,230
311,236,228
312,233,224
313,241,223
314,245,223
315,249,223
316,258,224
317,249,224
318,245,225
319,241,224
320,230,224
321,236,221
322,241,218
323,245,220
324,249,218
325,255,221
326,261,224
327,254,228
328,249,228
329,244,229
330,240,228
331,235,227
332,233,223
333,241,222
334,245,223
335,249,222
336,258,224
337,249,223
338,245,223
339,241,223
