,x,y
0,227,215
1,233,211
2,239,208
3,243,209
4,248,207
5,255,210
6,262,214
7,255,219
8,249,221
9,244,221
10,239,221
11,233,219
12,230,215
13,239,212
14,244,213
15,248,212
16,259,214
17,249,215
18,244,215
19,239,215
20,227,215
21,233,211
22,239,208
23,243,209
24,248,207
25,255,210
26,262,214
27,255,219
28,249,221
29,244,221
30,239,221
31,233,219
32,230,215
33,239,212
34,244,213
35,248,212
36,259,214
37,249,215
38,244,215
39,239,215
40,227,215
41,233,211
42,239,208
43,243,209
44,248,207
45,255,210
46,263,213
47,256,219
48,249,220
49,244,221
50,238,220
51,233,219
52,230,214
53,238,212
54,243,213
55,248,212
56,260,214
57,249,214
58,244,215
59,239,214
60,226,214
61,233,211
62,238,208
63,243,209
64,248,207
65,254,210
66,263,214
67,255,218
68,249,220
69,244,220
70,238,220
71,233,219
72,230,214
73,238,212
74,243,213
75,248,212
76,259,214
77,248,214
78,243,214
79,239,214
80,227,214
81,233,211
82,239,208
83,244,209
84,248,207
85,255,210
86,263,213
87,255,218
88,249,220
89,244,221
90,239,221
91,233,219
92,230,214
93,239,213
94,244,213
95,248,212
96,259,214
97,248,214
98,244,215
99,239,214
100,227,214
101,233,211
102,238,208
103,243,209
104,248,207
105,255,210
106,263,213
107,256,218
108,249,220
109,244,221
110,238,220
111,233,219
112,230,214
113,238,212
114,243,213
115,248,212
116,260,214
117,249,214
118,244,215
119,239,214
120,226,214
121,233,211
122,239,208
123,244,209
124,248,207
125,255,210
126,263,214
127,255,219
128,249,220
129,244,221
130,239,220
131,233,219
132,230,214
133,239,212
134,243,212
135,248,212
136,259,214
137,249,214
138,244,215
139,239,214
140,226,215
141,233,211
142,239,208
143,243,209
144,248,208
145,255,210
146,262,214
147,255,218
148,249,220
149,244,221
150,239,221
151,233,219
152,230,215
153,239,213
154,243,213
155,248,213
156,259,214
157,249,214
158,244,214
159,239,214
160,226,214
161,232,211
162,238,208
163,243,209
164,248,207
165,255,210
166,263,213
167,255,219
168,249,221
169,244,221
170,238,221
171,233,219
172,229,214
173,238,212
174,243,212
175,248,212
176,259,214
177,248,215
178,244,215
179,239,215
180,225,215
181,231,210
182,238,207
183,243,208
184,249,206
185,257,209
186,265,213
187,258,222
188,250,226
189,244,227
190,238,226
191,231,223
192,228,215
193,238,212
194,244,212
195,249,211
196,261,213
197,250,219
198,244,219
199,238,219
200,224,215
201,231,210
202,239,206
203,244,207
204,250,206
205,258,208
206,266,212
207,259,223
208,251,228
209,245,229
210,238,228
211,231,225
212,227,215
213,239,211
214,244,211
215,250,211
216,262,213
217,250,220
218,244,221
219,238,221
220,223,214
221,230,209
222,238,206
223,244,207
224,250,206
225,258,208
226,266,212
227,259,223
228,251,228
229,244,229
230,238,229
231,230,225
232,226,214
233,238,211
234,244,211
235,250,211
236,263,213
237,250,221
238,244,222
239,238,222
240,223,214
241,230,209
242,238,206
243,244,208
244,250,206
245,258,208
246,266,212
247,259,224
248,251,229
249,244,230
250,238,230
251,230,226
252,226,214
253,238,211
254,244,211
255,250,211
256,264,213
257,250,222
258,244,222
259,238,222
260,225,213
261,232,211
262,238,209
263,243,211
264,248,209
265,256,210
266,264,212
267,256,219
268,249,222
269,244,222
270,239,222
271,232,219
272,228,214
273,238,213
274,243,214
275,248,213
276,261,213
277,249,216
278,244,217
279,239,216
280,226,214
281,234,212
282,239,210
283,243,211
284,247,209
285,253,211
286,261,213
287,254,217
288,247,219
289,243,219
290,239,219
