,x,y
0,222,222
1,228,218
2,234,215
3,239,216
4,244,215
5,252,217
6,261,221
7,253,227
8,246,230
9,240,230
10,234,230
11,228,228
12,225,222
13,234,219
14,239,220
15,244,219
16,257,221
17,245,224
18,240,224
19,234,224
20,222,221
21,229,218
22,235,215
23,240,216
24,245,215
25,252,217
26,260,221
27,253,227
28,246,230
29,241,230
30,235,229
31,229,227
32,225,221
33,235,219
34,240,219
35,245,219
36,257,221
37,245,224
38,240,224
39,235,224
40,223,221
41,229,218
42,235,215
43,240,216
44,245,215
45,252,217
46,260,221
47,252,227
48,246,229
49,241,230
50,235,229
51,229,227
52,226,221
53,235,219
54,240,219
55,245,219
56,257,221
57,245,223
58,240,224
59,235,223
60,223,221
61,229,218
62,235,215
63,240,216
64,245,215
65,253,217
66,261,221
67,253,227
68,246,229
69,241,230
70,235,229
71,229,227
72,226,221
73,235,219
74,240,219
75,245,219
76,258,221
77,246,223
78,240,224
79,235,223
80,222,222
81,229,218
82,235,215
83,240,216
84,245,215
85,252,217
86,261,221
87,253,227
88,246,229
89,241,230
90,235,229
91,229,227
92,225,221
93,235,219
94,240,219
95,245,219
96,258,221
97,246,223
98,241,224
99,235,223
100,223,221
101,229,218
102,235,215
103,240,216
104,245,215
105,252,217
106,261,220
107,253,227
108,246,230
109,241,230
110,235,230
111,229,228
112,226,221
113,235,219
114,240,219
115,245,219
116,258,221
117,246,223
118,241,224
119,235,223
120,223,222
121,229,218
122,236,215
123,241,216
124,246,215
125,253,217
126,261,221
127,253,228
128,246,230
129,241,230
130,235,230
131,229,227
132,226,222
133,236,219
134,241,220
135,246,219
136,258,221
137,246,224
138,241,224
139,236,224
140,222,222
141,229,218
142,235,215
143,241,216
144,246,215
145,253,217
146,262,221
147,254,228
148,247,231
149,241,231
150,235,231
151,229,228
152,225,222
153,235,219
154,241,220
155,246,219
156,258,221
157,246,224
158,241,224
159,235,224
160,223,223
161,229,218
162,235,215
163,240,216
164,245,214
165,253,217
166,261,221
167,253,229
168,246,232
169,241,232
170,235,232
171,229,229
172,226,222
173,236,219
174,241,220
175,245,219
176,258,222
177,246,225
178,241,225
179,236,225
180,223,223
181,230,220
182,236,217
183,240,218
184,245,217
185,252,219
186,261,222
187,253,230
188,246,233
189,241,233
190,235,233
191,230,230
192,226,223
193,236,222
194,240,222
195,245,222
196,257,223
197,245,226
198,240,226
199,236,226
200,223,222
201,230,220
202,236,218
203,240,219
204,245,217
205,251,219
206,260,222
207,252,227
208,245,229
209,240,230
210,235,229
211,230,227
212,226,222
213,236,222
214,240,222
215,245,222
216,257,222
217,245,224
218,240,224
219,236,223
220,223,221
221,230,219
222,236,217
223,240,219
224,245,217
225,251,218
226,260,220
227,252,225
228,245,227
229,240,227
230,235,226
231,230,225
232,227,221
233,236,221
234,240,222
235,245,221
236,257,220
237,245,221
238,240,222
239,236,221
240,225,221
241,231,219
242,236,217
243,241,218
244,245,217
245,251,219
246,260,221
247,252,226
248,245,228
249,241,229
250,236,228
251,231,226
252,228,222
253,236,221
254,241,222
255,245,222
256,256,221
257,245,222
258,241,222
259,236,222
260,226,222
261,232,219
262,237,217
263,241,218
264,244,216
265,250,219
266,258,222
267,251,227
268,245,229
269,240,229
270,236,228
271,232,226
272,229,221
273,237,221
274,241,221
275,244,221
276,255,222
277,244,222
278,241,222
279,237,222
280,228,224
281,232,218
282,237,214
283,241,215
284,244,213
285,251,217
286,257,223
287,251,230
288,245,233
289,240,233
290,236,233
291,232,230
292,232,223
293,237,219
294,240,220
295,244,220
296,254,223
297,244,224
298,240,224
299,237,224
300,228,224
301,232,217
302,236,213
303,240,213
304,244,212
305,250,216
306,256,223
307,250,231
308,244,233
309,240,233
310,235,233
311,231,230
312,231,223
313,236,218
314,240,218
315,244,218
316,253,223
317,244,225
318,240,225
319,236,225
320,227,224
321,231,217
322,236,212
323,240,213
324,244,212
325,250,216
326,256,224
327,250,231
328,244,234
329,239,234
330,235,233
331,230,230
332,230,223
333,236,219
334,240,219
335,244,219
336,252,224
337,244,226
338,240,226
339,235,225
340,227,224
341,231,216
342,236,212
343,240,213
344,245,212
345,251,216
346,256,224
347,251,230
348,245,233
349,239,233
350,234,233
351,230,230
352,230,223
353,236,218
354,240,219
355,244,219
356,252,223
357,244,225
358,240,225
359,235,224
360,227,222
361,231,215
362,236,211
363,241,213
364,246,212
365,252,215
366,258,223
367,251,229
368,245,232
369,240,232
370,235,231
371,230,228
372,230,221
373,236,217
374,241,217
375,246,217
376,254,222
377,245,225
378,240,225
379,236,224
380,225,222
381,229,215
382,235,211
383,240,212
384,246,211
385,252,215
386,259,222
387,253,228
388,246,230
389,240,231
390,234,230
391,229,228
392,228,221
393,235,216
394,240,217
395,246,216
396,256,221
397,246,223
398,240,224
399,235,223
400,223,221
401,230,216
402,236,212
403,241,213
404,247,212
405,255,214
406,263,219
407,255,226
408,248,228
409,242,229
410,236,228
411,230,227
412,227,220
413,236,217
414,241,217
415,247,216
416,260,219
417,247,221
418,241,222
419,236,221
420,222,219
421,230,216
422,236,213
423,242,214
424,248,212
425,256,214
426,265,218
427,257,225
428,249,228
429,243,228
430,236,228
431,230,226
432,226,220
433,236,217
434,242,217
435,248,217
436,262,218
437,248,221
438,242,222
439,236,222
440,220,219
441,228,216
442,235,214
443,241,214
444,247,213
445,256,214
446,266,216
447,257,224
448,249,227
449,242,228
450,236,228
451,228,226
452,224,219
453,235,217
454,241,218
455,248,217
456,263,217
457,248,221
458,242,222
459,236,222
460,220,218
461,228,216
462,235,214
463,241,215
464,247,213
465,255,214
466,266,216
467,257,224
468,248,227
469,242,228
470,235,228
471,228,225
472,223,218
473,235,217
474,241,218
475,247,217
476,263,217
477,247,221
478,241,222
479,235,221
480,220,217
481,227,215
482,235,213
483,241,214
484,247,213
485,256,214
486,266,215
487,257,225
488,249,228
489,242,229
490,235,229
491,228,226
492,223,218
493,235,217
494,241,217
495,247,216
496,263,216
497,248,222
498,242,223
499,235,223
500,219,217
501,227,215
502,235,213
503,241,214
504,247,213
505,256,214
506,267,215
507,258,224
508,249,227
509,242,228
510,235,228
511,227,226
512,222,217
513,235,217
514,241,217
515,248,217
516,263,216
517,248,222
518,241,222
519,235,222
520,219,217
521,226,215
522,234,213
523,241,214
524,247,213
525,256,214
526,267,215
527,257,224
528,248,228
529,241,228
530,234,228
531,227,225
532,222,218
533,234,217
534,241,217
535,247,216
536,263,216
537,247,222
538,241,223
539,234,223
540,219,216
541,227,215
542,235,213
543,241,214
544,247,213
545,256,214
546,267,214
547,258,224
548,249,228
