,x,y
0,226,242
1,230,239
2,235,237
3,238,238
4,242,237
5,248,239
6,255,241
7,248,246
8,243,247
9,239,248
10,234,247
11,230,245
12,229,242
13,235,241
14,238,241
15,242,241
16,252,242
17,242,242
18,238,242
19,235,242
20,226,242
21,230,239
22,235,237
23,238,238
24,242,237
25,248,239
26,255,241
27,248,246
28,243,247
29,239,248
30,234,247
31,230,245
32,229,242
33,235,241
34,238,241
35,242,241
36,252,242
37,242,242
38,238,242
39,235,242
40,225,241
41,230,239
42,234,237
43,238,238
44,242,237
45,248,239
46,255,241
47,248,246
48,242,247
49,238,248
50,234,247
51,230,246
52,228,242
53,234,240
54,238,241
55,242,241
56,252,242
57,242,242
58,238,242
59,234,242
60,225,241
61,230,239
62,234,237
63,238,238
64,241,237
65,247,239
66,254,241
67,247,246
68,242,247
69,238,248
70,234,247
71,230,246
72,228,241
73,234,241
74,238,241
75,241,241
76,251,241
77,242,242
78,238,242
79,234,242
80,225,242
81,230,239
82,234,237
83,238,238
84,242,237
85,247,239
86,254,241
87,247,246
88,242,247
89,238,247
90,234,247
91,230,245
92,228,242
93,234,241
94,238,241
95,242,241
96,251,241
97,242,242
98,238,242
99,234,242
100,225,241
101,230,239
102,234,236
103,238,237
104,241,236
105,247,238
106,253,241
107,247,245
108,242,247
109,238,247
110,234,247
111,230,245
112,228,241
113,234,240
114,238,240
115,241,240
116,251,241
117,241,242
118,238,242
119,234,241
120,225,241
121,230,239
122,234,237
123,238,238
124,241,237
125,247,239
126,253,241
127,247,245
128,242,247
129,238,247
130,234,247
131,229,246
132,227,241
133,234,241
134,238,241
135,241,241
136,251,241
137,242,242
138,238,242
139,234,242
140,225,242
141,229,239
142,234,237
143,237,238
144,241,237
145,247,239
146,254,241
147,247,245
148,242,247
149,238,247
150,233,247
151,229,246
152,227,241
153,234,240
154,237,241
155,241,240
156,251,241
157,242,242
158,238,242
159,234,242
160,225,241
161,229,239
162,234,237
163,237,238
164,241,237
165,246,239
166,253,241
167,247,245
168,241,247
169,237,247
170,233,247
171,229,245
172,227,241
173,234,240
174,237,241
175,241,240
176,251,241
177,241,242
178,237,242
179,234,242
180,224,241
181,229,239
182,234,237
183,238,238
184,242,237
185,247,238
186,254,240
187,248,246
188,242,249
189,238,249
190,233,249
191,229,247
192,226,241
193,234,240
194,238,241
195,242,240
196,251,241
197,242,243
198,238,244
199,234,243
200,222,240
201,228,238
202,233,236
203,237,237
204,242,235
205,249,237
206,257,238
207,249,246
208,243,249
209,238,250
210,233,249
211,228,247
212,225,240
213,233,239
214,238,240
215,242,239
216,254,239
217,242,243
218,237,244
219,233,244
220,222,239
221,228,237
222,234,235
223,238,236
224,243,235
225,250,236
226,258,237
227,251,245
228,244,249
229,239,249
230,233,249
231,227,246
232,224,239
233,234,238
234,238,239
235,243,238
236,255,238
237,243,243
238,238,244
239,234,244
240,222,239
241,228,237
242,234,235
243,239,236
244,243,235
245,250,236
246,258,237
247,251,245
248,244,249
249,239,250
250,234,249
251,228,247
252,225,240
253,234,238
254,239,239
255,243,238
256,255,238
257,244,243
258,239,244
259,234,244
260,224,241
261,229,237
262,234,235
263,239,236
264,243,234
265,250,236
266,257,240
267,251,247
268,244,250
269,239,251
270,234,251
271,229,248
272,227,241
273,234,238
274,239,238
275,243,238
276,254,240
277,244,245
278,239,245
279,234,245
280,225,240
281,229,237
282,234,234
283,239,235
284,243,234
285,249,236
286,256,239
287,250,244
288,244,246
289,239,246
290,234,246
291,230,244
292,227,240
293,234,238
294,239,239
295,243,238
296,253,239
297,244,241
298,239,241
299,235,241
300,226,241
301,230,236
302,234,234
303,239,235
304,243,234
305,249,236
306,256,239
307,249,244
308,244,246
