,x,y
0,228,214
1,235,210
2,241,207
3,246,208
4,251,207
5,258,209
6,267,213
7,259,217
8,252,218
9,246,219
10,241,218
11,235,217
12,231,214
13,241,212
14,246,212
15,251,212
16,263,213
17,251,212
18,246,212
19,241,212
20,228,214
21,235,210
22,241,207
23,246,208
24,251,207
25,258,209
26,266,213
27,259,217
28,252,219
29,246,219
30,241,219
31,235,217
32,232,214
33,241,212
34,246,212
35,251,212
36,263,213
37,252,212
38,246,213
39,241,212
40,229,214
41,235,210
42,241,207
43,246,208
44,251,207
45,258,209
46,267,213
47,259,217
48,252,218
49,246,219
50,241,218
51,236,217
52,232,214
53,241,212
54,246,212
55,251,212
56,263,213
57,251,212
58,246,212
59,242,212
60,228,214
61,235,210
62,241,207
63,246,208
64,251,206
65,258,209
66,267,213
67,258,216
68,252,218
69,246,218
70,241,218
71,235,217
72,231,214
73,241,212
74,246,212
75,251,212
76,263,213
77,251,212
78,246,212
79,241,212
80,228,214
81,235,210
82,241,207
83,246,208
84,251,207
85,258,209
86,266,213
87,258,216
88,252,218
89,246,218
90,241,218
91,235,217
92,231,214
93,241,212
94,246,212
95,251,212
96,263,213
97,251,212
98,246,212
99,241,212
100,228,214
101,235,210
102,241,207
103,246,208
104,251,206
105,258,209
106,266,213
107,258,217
108,252,218
109,246,219
110,241,219
111,235,218
112,231,214
113,241,212
114,246,212
115,251,212
116,263,213
117,251,212
118,246,212
119,241,212
120,227,214
121,235,209
122,241,206
123,246,207
124,251,206
125,258,209
126,266,213
127,258,216
128,251,217
129,246,218
130,241,217
131,235,217
132,231,213
133,241,211
134,246,212
135,251,211
136,263,213
137,251,211
138,246,212
139,241,212
140,227,214
141,235,209
142,241,206
143,246,207
144,250,206
145,257,208
146,265,212
147,257,216
148,250,217
149,245,217
150,240,217
151,235,217
152,231,213
153,241,211
154,246,211
155,250,211
156,262,212
157,250,211
158,245,211
159,241,211
160,230,214
161,236,209
162,242,206
163,246,207
164,250,206
165,257,209
166,263,214
167,257,219
168,250,220
169,246,220
170,241,220
171,236,218
172,234,214
173,242,211
174,246,212
175,250,211
176,260,213
177,250,213
178,246,213
179,242,213
180,234,215
181,237,207
182,241,202
183,245,203
184,249,202
185,256,207
186,263,215
187,256,221
188,250,224
189,245,224
190,241,223
191,237,220
192,237,214
193,241,208
194,245,208
195,249,208
196,259,214
197,249,217
198,245,217
199,241,216
200,231,214
201,235,205
202,241,201
203,245,202
204,249,201
205,256,206
206,263,215
207,256,220
208,249,222
209,244,222
210,239,221
211,235,219
212,235,213
213,241,207
214,245,207
215,249,207
216,259,214
217,249,215
218,244,215
219,240,214
220,230,213
221,234,205
222,240,200
223,245,202
224,250,201
225,258,205
226,265,213
227,257,219
228,250,222
229,244,222
230,239,221
231,234,218
232,234,212
233,240,207
234,245,207
235,250,207
236,261,212
237,250,214
238,244,215
239,239,214
240,231,213
241,235,205
242,240,201
243,245,203
244,251,201
245,258,206
246,265,213
247,258,220
248,251,222
249,245,222
250,239,221
251,234,218
252,234,212
253,240,207
254,245,207
255,250,207
256,261,213
257,250,216
258,245,216
259,240,215
260,231,216
261,234,207
262,240,202
263,245,204
264,250,202
265,257,207
266,263,217
267,256,224
268,249,227
269,244,228
270,239,227
271,234,222
272,234,215
273,240,208
274,245,209
275,249,209
276,259,216
277,249,220
278,244,220
279,239,219
280,232,215
281,236,206
282,241,202
283,246,203
284,250,202
285,257,206
286,264,216
287,257,222
288,250,225
289,245,225
290,240,224
291,235,221
292,235,214
293,241,207
294,246,208
295,250,208
296,260,215
297,250,218
298,245,218
299,240,217
300,231,215
301,235,206
302,241,202
303,245,204
304,250,202
305,258,207
306,265,215
307,257,222
308,250,224
309,245,224
310,240,223
311,235,220
312,234,214
313,241,208
314,245,209
315,250,209
316,260,215
317,250,216
318,245,216
319,240,216
