,x,y
0,220,210
1,227,206
2,233,203
3,238,204
4,243,203
5,249,205
6,257,209
7,250,212
8,244,214
9,238,215
10,233,214
11,227,213
12,224,210
13,233,208
14,238,208
15,243,208
16,254,209
17,243,208
18,238,209
19,233,209
20,220,210
21,227,206
22,233,203
23,238,204
24,243,203
25,249,205
26,257,209
27,250,212
28,244,214
29,238,215
30,233,214
31,227,213
32,224,210
33,233,208
34,238,208
35,243,208
36,254,209
37,243,208
38,238,209
39,233,209
40,220,210
41,227,206
42,233,203
43,238,204
44,242,203
45,249,205
46,257,209
47,249,213
48,243,214
49,238,215
50,233,215
51,227,214
52,224,210
53,233,208
54,238,208
55,242,208
56,254,209
57,242,209
58,238,209
59,233,209
60,220,210
61,227,206
62,233,203
63,238,204
64,242,203
65,249,205
66,257,209
67,249,213
68,243,214
69,238,215
70,233,215
71,227,214
72,224,210
73,233,208
74,238,208
75,242,208
76,254,209
77,242,209
78,238,209
79,233,209
80,220,210
81,227,206
82,233,203
83,238,204
84,243,203
85,249,205
86,257,209
87,250,213
88,243,215
89,238,215
90,233,215
91,227,214
92,223,210
93,233,208
94,238,208
95,243,208
96,254,209
97,243,209
98,238,209
99,233,209
100,220,210
101,227,206
102,233,203
103,238,204
104,243,203
105,249,206
106,257,209
107,249,213
108,243,214
109,238,215
110,233,215
111,227,213
112,223,210
113,233,208
114,238,209
115,243,208
116,254,209
117,243,209
118,238,209
119,233,209
120,220,210
121,227,206
122,233,203
123,238,204
124,242,203
125,248,205
126,256,209
127,249,213
128,243,214
129,238,215
130,233,215
131,227,214
132,224,210
133,233,208
134,238,209
135,242,208
136,253,209
137,243,208
138,238,209
139,233,209
140,220,210
141,227,206
142,233,203
143,238,204
144,243,203
145,249,205
146,258,209
147,250,213
148,243,214
149,238,215
150,233,214
151,227,213
152,223,210
153,233,208
154,238,208
155,243,208
156,254,209
157,243,208
158,238,209
159,233,209
160,220,210
161,227,206
162,233,203
163,238,204
164,243,203
165,249,205
166,258,209
167,250,213
168,243,214
169,238,215
170,233,214
171,227,213
172,223,210
173,233,208
174,238,208
175,243,208
176,254,209
177,243,208
178,238,209
179,233,209
180,220,210
181,227,206
182,233,203
183,238,204
184,242,203
185,249,205
186,257,209
187,249,213
188,243,214
189,237,215
190,232,214
191,227,213
192,223,210
193,233,208
194,237,209
195,242,208
196,254,209
197,242,208
198,238,208
199,233,208
200,219,210
201,226,206
202,232,203
203,237,204
204,242,202
205,248,205
206,256,209
207,248,212
208,242,214
209,237,214
210,232,214
211,226,213
212,223,209
213,232,207
214,237,208
215,241,207
216,252,208
217,241,207
218,237,208
219,232,208
220,219,210
221,227,206
222,233,203
223,237,204
224,242,202
225,249,205
226,257,209
227,249,212
228,243,213
229,237,213
230,232,213
231,227,213
232,223,210
233,233,207
234,237,208
235,242,207
236,253,209
237,242,207
238,237,208
239,233,208
240,219,210
241,226,206
242,232,202
243,237,203
244,241,202
245,248,204
246,255,208
247,248,212
248,241,213
249,236,213
250,231,213
251,226,212
252,222,209
253,232,207
254,237,207
255,241,207
256,252,208
257,241,207
258,236,208
259,232,208
260,220,209
261,227,205
262,233,202
263,237,203
264,242,202
265,248,204
266,255,208
267,248,212
268,242,213
269,237,213
270,232,213
271,226,212
272,223,209
273,232,207
274,237,207
275,242,206
276,252,208
277,242,207
278,237,207
279,232,207
280,220,210
281,227,206
282,233,202
283,238,203
284,242,202
285,248,205
286,255,210
287,248,214
288,242,215
289,237,215
290,232,215
291,227,214
292,224,210
293,233,208
294,237,208
295,242,208
296,252,209
297,242,208
298,237,208
299,233,208
300,223,212
