,x,y
0,228,239
1,234,236
2,239,235
3,243,236
4,247,235
5,252,236
6,258,238
7,252,242
8,247,243
9,243,243
10,239,243
11,234,242
12,230,239
13,239,238
14,243,239
15,247,238
16,256,239
17,247,239
18,243,239
19,239,238
20,227,238
21,234,237
22,239,235
23,243,236
24,247,235
25,252,236
26,258,238
27,252,242
28,247,243
29,243,244
30,238,243
31,234,242
32,230,239
33,239,238
34,243,239
35,246,238
36,255,239
37,246,239
38,243,239
39,239,238
40,228,239
41,234,237
42,239,235
43,242,236
44,246,235
45,251,237
46,257,239
47,251,242
48,246,244
49,242,244
50,238,243
51,234,242
52,231,239
53,238,238
54,242,239
55,246,238
56,255,239
57,246,239
58,242,239
59,239,238
60,228,238
61,234,237
62,239,235
63,243,236
64,246,235
65,251,237
66,258,238
67,251,242
68,246,243
69,242,243
70,238,243
71,234,242
72,231,239
73,239,238
74,243,239
75,246,238
76,255,239
77,246,239
78,242,239
79,239,238
80,228,239
81,234,237
82,239,235
83,242,236
84,246,235
85,251,236
86,257,239
87,251,242
88,246,243
89,242,243
90,238,243
91,234,241
92,231,239
93,239,238
94,242,239
95,246,238
96,255,239
97,246,238
98,242,239
99,238,238
100,229,239
101,235,237
102,239,235
103,243,236
104,246,235
105,251,237
106,256,239
107,251,243
108,246,244
109,242,244
110,239,243
111,234,242
112,231,239
113,239,239
114,243,239
115,246,239
116,254,239
117,246,239
118,242,239
119,239,239
120,230,241
121,235,238
122,240,236
123,243,237
124,246,236
125,250,238
126,255,241
127,250,245
128,246,246
129,243,246
130,239,246
131,235,245
132,232,241
133,240,239
134,243,240
135,246,240
136,253,240
137,246,240
138,243,241
139,239,240
140,230,242
141,235,237
142,239,233
143,243,235
144,246,234
145,251,236
146,255,242
147,251,246
148,246,248
149,243,248
150,238,248
151,234,246
152,234,241
153,239,238
154,243,238
155,246,238
156,252,241
157,246,242
158,243,242
159,239,242
160,230,241
161,234,235
162,239,232
163,243,233
164,247,232
165,252,235
166,257,241
167,252,247
168,247,249
169,243,249
170,238,248
171,234,246
172,233,240
173,239,237
174,243,238
175,247,238
176,254,240
177,247,242
178,243,242
179,239,242
180,229,240
181,235,236
182,240,233
183,243,234
184,247,233
185,252,236
186,257,240
187,252,246
188,247,248
189,243,248
190,239,247
191,234,245
192,232,240
193,240,238
194,243,238
195,247,238
196,254,240
197,247,241
198,243,241
199,239,241
200,230,239
201,235,236
202,240,234
203,244,235
204,248,234
205,254,236
206,259,239
207,254,245
208,249,247
209,244,247
210,240,247
211,235,245
212,232,239
213,240,238
214,244,238
215,248,238
216,257,239
217,248,241
218,244,241
219,240,241
220,229,239
221,235,236
222,240,234
223,244,235
224,248,234
225,254,236
226,260,239
227,254,245
228,249,247
229,244,247
230,240,247
231,235,244
232,232,239
233,240,239
234,244,239
235,248,238
236,257,239
237,248,240
238,244,241
239,240,240
240,229,239
241,236,236
242,241,234
243,245,235
244,249,234
245,254,236
246,260,238
247,254,244
248,249,246
249,245,246
250,240,245
251,235,244
252,232,239
253,241,238
254,245,238
255,249,238
256,257,239
257,249,240
258,245,240
259,240,240
260,229,238
261,235,236
262,240,234
263,244,235
264,248,234
265,254,236
266,260,238
267,254,244
268,249,246
269,244,246
270,240,245
271,235,243
272,232,238
273,240,237
274,244,238
275,248,237
276,258,238
277,248,240
278,244,240
279,240,240
