,x,y
0,226,231
1,231,229
2,236,226
3,240,228
4,244,226
5,251,229
6,258,232
7,251,236
8,245,238
9,240,238
10,236,238
11,231,236
12,228,231
13,236,231
14,240,231
15,244,231
16,255,232
17,244,233
18,240,233
19,236,232
20,226,231
21,231,229
22,236,226
23,240,227
24,244,226
25,250,228
26,258,232
27,251,236
28,244,237
29,240,238
30,236,237
31,231,235
32,229,231
33,236,230
34,240,231
35,244,231
36,255,232
37,244,232
38,240,232
39,236,232
40,226,231
41,231,228
42,236,226
43,240,227
44,244,226
45,251,228
46,258,232
47,251,236
48,245,238
49,240,238
50,236,237
51,231,235
52,229,231
53,236,230
54,240,231
55,244,231
56,255,232
57,244,232
58,240,232
59,236,232
60,226,231
61,231,228
62,236,226
63,240,227
64,244,226
65,251,228
66,258,232
67,251,236
68,245,238
69,240,238
70,236,237
71,231,235
72,229,231
73,236,230
74,240,231
75,244,231
76,255,232
77,244,232
78,240,232
79,236,232
80,227,231
81,232,228
82,237,226
83,240,227
84,244,226
85,251,228
86,258,231
87,251,236
88,245,237
89,241,237
90,236,237
91,232,235
92,230,231
93,237,230
94,240,231
95,244,230
96,255,232
97,245,232
98,241,232
99,237,232
100,227,231
101,232,228
102,237,226
103,241,227
104,245,226
105,251,228
106,259,232
107,252,236
108,245,238
109,241,238
110,237,237
111,232,235
112,230,231
113,237,231
114,241,231
115,245,231
116,256,232
117,245,232
118,241,232
119,237,232
120,227,231
121,232,229
122,237,226
123,241,227
124,245,226
125,251,228
126,259,232
127,252,236
128,245,238
129,241,238
130,236,237
131,232,235
132,230,232
133,237,230
134,241,231
135,245,231
136,256,232
137,245,232
138,241,232
139,237,232
140,227,231
141,232,229
142,237,226
143,241,227
144,244,226
145,251,228
146,258,232
147,251,236
148,245,238
149,241,238
150,237,237
151,232,235
152,230,231
153,237,230
154,241,231
155,245,231
156,255,232
157,245,232
158,241,233
159,237,232
160,227,231
161,232,228
162,237,226
163,241,227
164,244,225
165,251,228
166,259,232
167,251,236
168,245,238
169,240,238
170,236,238
171,232,236
172,230,231
173,237,230
174,240,231
175,244,231
176,256,232
177,244,232
178,240,232
179,237,232
180,227,232
181,232,229
182,237,226
183,241,227
184,245,226
185,251,228
186,259,232
187,252,237
188,246,239
189,241,239
190,237,239
191,232,236
192,230,232
193,237,230
194,241,231
195,245,231
196,256,232
197,245,233
198,241,233
199,237,233
200,226,232
201,232,229
202,237,226
203,242,227
204,246,226
205,253,228
206,260,231
207,253,238
208,246,241
209,241,242
210,236,241
211,231,238
212,229,232
213,237,230
214,241,231
215,246,230
216,257,232
217,246,235
218,241,235
219,237,235
220,225,233
221,231,228
222,237,226
223,242,227
224,246,226
225,254,228
226,261,232
227,254,241
228,246,244
229,241,245
230,236,244
231,230,241
232,228,233
233,237,231
234,241,231
235,246,231
236,258,233
237,246,238
238,241,238
239,236,237
240,225,233
241,230,228
242,237,225
243,241,226
244,246,225
245,254,228
246,261,232
247,254,242
248,247,246
249,241,246
250,236,246
251,230,241
252,228,233
253,237,230
254,241,231
255,246,231
256,258,232
257,246,239
258,241,239
259,236,238
260,225,233
261,230,228
262,236,225
263,241,226
264,247,225
265,254,227
266,261,231
267,254,241
268,247,245
269,241,246
270,235,245
271,230,242
272,228,233
273,236,230
274,241,231
275,246,230
276,258,232
277,246,237
278,241,238
279,236,237
280,226,233
281,231,229
282,237,226
283,242,227
284,246,226
285,253,228
286,260,232
287,254,239
288,247,243
289,242,244
290,237,243
291,231,240
292,228,233
293,237,231
294,242,231
295,246,231
296,258,232
297,246,236
298,241,237
299,237,236
300,226,231
301,232,229
302,237,227
303,242,229
304,245,227
305,252,229
306,259,231
307,252,237
308,246,239
309,242,239
310,237,239
311,232,237
312,229,232
313,237,231
314,241,232
315,245,232
316,257,232
317,246,234
318,241,234
319,237,233
320,227,230
321,233,229
322,238,227
323,241,228
324,244,227
325,251,228
326,259,230
327,251,234
328,245,236
329,241,236
330,237,235
331,233,233
332,229,230
333,238,231
334,241,231
335,244,231
336,256,230
337,244,231
338,241,231
339,238,231
340,227,230
341,232,228
342,237,227
343,241,228
344,244,226
345,251,228
346,258,230
347,251,235
348,245,237
349,241,237
350,237,237
351,232,234
352,230,230
353,237,231
354,241,231
355,244,231
356,255,231
357,244,232
358,241,232
