,x,y
0,231,228
1,237,225
2,241,222
3,245,224
4,249,223
5,255,225
6,261,229
7,255,233
8,249,235
9,245,235
10,240,234
11,236,232
12,234,228
13,241,227
14,245,227
15,249,227
16,258,228
17,249,229
18,245,229
19,241,229
20,231,229
21,237,225
22,241,222
23,245,224
24,249,222
25,255,225
26,262,229
27,255,233
28,249,234
29,245,235
30,241,234
31,236,232
32,234,228
33,241,227
34,245,227
35,249,227
36,259,229
37,249,229
38,245,229
39,241,229
40,231,229
41,236,225
42,241,223
43,245,224
44,249,223
45,255,226
46,261,229
47,255,233
48,249,235
49,245,235
50,240,234
51,236,233
52,234,229
53,241,227
54,245,228
55,249,228
56,258,229
57,249,229
58,245,229
59,241,229
60,230,229
61,236,225
62,241,223
63,245,224
64,249,223
65,254,225
66,261,229
67,254,233
68,249,235
69,244,235
70,240,234
71,236,233
72,233,229
73,241,228
74,244,228
75,249,228
76,258,229
77,249,229
78,244,229
79,241,229
80,230,229
81,236,225
82,241,223
83,245,224
84,249,223
85,255,226
86,261,229
87,255,233
88,249,235
89,245,235
90,240,235
91,236,233
92,233,229
93,241,228
94,245,228
95,249,228
96,258,229
97,249,230
98,245,230
99,241,229
100,229,229
101,235,226
102,241,223
103,245,224
104,249,222
105,254,225
106,261,229
107,255,235
108,249,237
109,244,237
110,240,236
111,235,234
112,232,229
113,241,227
114,244,228
115,249,228
116,258,229
117,249,231
118,244,231
119,240,231
120,228,230
121,234,226
122,240,223
123,245,224
124,250,222
125,256,225
126,262,229
127,256,237
128,250,241
129,245,241
130,239,241
131,234,238
132,231,230
133,240,227
134,245,228
135,250,227
136,260,230
137,250,234
138,245,234
139,240,234
140,228,229
141,234,225
142,240,222
143,245,223
144,250,221
145,257,224
146,263,229
147,257,238
148,250,241
149,245,242
150,239,242
151,233,239
152,230,230
153,240,227
154,245,227
155,250,227
156,260,229
157,250,234
158,245,235
159,240,234
160,229,228
161,236,225
162,241,224
163,245,225
164,249,224
165,255,225
166,262,227
167,255,233
168,249,235
169,244,235
170,240,234
171,235,232
172,232,228
173,241,228
174,245,229
175,249,228
176,259,228
177,249,229
178,245,229
179,241,229
180,230,228
181,236,225
182,241,224
183,245,225
184,249,224
185,255,225
186,262,228
187,255,232
188,250,234
189,245,234
190,240,234
191,236,232
192,233,228
193,241,228
194,245,228
195,249,228
196,259,228
197,249,229
198,245,229
199,241,228
200,229,228
201,235,224
202,241,221
203,245,222
204,250,221
205,256,223
206,263,228
207,256,234
208,250,236
209,245,236
210,240,236
211,235,234
212,233,228
213,241,226
214,245,226
215,250,226
216,260,228
217,250,229
218,245,229
219,240,229
220,230,228
221,235,223
222,241,220
223,245,221
224,250,220
225,256,222
226,262,227
227,256,233
228,251,236
229,245,236
230,240,236
231,235,234
232,233,228
233,241,225
234,245,225
235,250,225
236,259,227
237,250,229
238,245,230
239,241,229
240,229,228
241,235,223
242,241,221
243,246,222
244,251,221
245,257,223
246,264,228
247,257,234
248,251,236
249,245,237
250,240,236
251,235,234
252,233,228
253,241,225
254,246,225
255,250,225
256,260,228
257,250,230
258,245,230
259,241,230
260,229,228
261,235,224
262,241,221
263,245,222
264,250,221
265,256,224
266,263,228
267,256,233
268,250,235
269,245,235
270,240,235
271,235,233
272,232,228
273,241,226
274,245,226
275,250,226
276,260,228
277,250,229
278,245,229
279,241,229
280,229,227
281,236,224
282,241,221
283,245,222
284,249,221
285,255,223
286,262,227
287,255,233
288,250,235
289,245,235
290,240,234
291,235,233
292,233,227
293,241,225
294,245,225
295,249,225
296,259,227
297,249,229
298,245,230
299,240,229
300,230,228
301,236,224
302,241,221
303,245,222
304,249,221
305,255,224
306,262,227
307,255,233
308,249,235
309,245,235
310,240,235
311,236,233
312,233,228
313,241,225
314,245,226
315,249,225
316,259,227
317,249,230
318,245,230
319,241,229
