,x,y
0,233,242
1,239,240
2,244,238
3,248,239
4,252,238
5,257,240
6,265,242
7,258,246
8,252,248
9,248,248
10,244,248
11,239,246
12,236,242
13,244,242
14,248,243
15,252,242
16,262,243
17,252,243
18,248,243
19,244,242
20,234,242
21,239,240
22,244,238
23,248,239
24,252,238
25,257,240
26,264,242
27,258,246
28,252,248
29,248,248
30,244,247
31,239,246
32,236,242
33,244,242
34,248,243
35,252,242
36,261,243
37,252,243
38,248,243
39,244,242
40,233,243
41,239,240
42,244,238
43,248,239
44,252,238
45,257,240
46,264,242
47,258,246
48,252,248
49,248,248
50,244,248
51,239,246
52,236,243
53,244,242
54,248,243
55,252,242
56,261,243
57,252,243
58,248,243
59,244,243
60,234,242
61,239,240
62,244,238
63,248,239
64,251,238
65,257,240
66,264,242
67,257,246
68,252,248
69,248,248
70,244,247
71,239,246
72,237,242
73,244,242
74,248,243
75,251,242
76,261,243
77,252,243
78,248,243
79,244,242
80,233,242
81,239,240
82,244,238
83,248,239
84,251,238
85,257,240
86,264,242
87,258,247
88,252,249
89,248,249
90,244,249
91,239,247
92,236,242
93,244,242
94,247,242
95,251,242
96,261,242
97,252,244
98,248,244
99,244,244
100,232,242
101,238,240
102,243,238
103,248,239
104,252,238
105,259,239
106,266,242
107,259,248
108,253,251
109,248,251
110,243,251
111,238,248
112,235,243
113,243,242
114,248,242
115,252,242
116,263,242
117,252,245
118,248,245
119,243,245
120,232,242
121,238,239
122,243,237
123,248,238
124,252,237
125,259,239
126,266,241
127,259,248
128,253,251
129,248,252
130,243,251
131,237,248
132,235,242
133,243,242
134,248,242
135,252,242
136,263,242
137,252,245
138,248,245
139,243,245
140,233,242
141,238,239
142,244,237
143,248,238
144,253,237
145,259,239
146,267,242
147,260,249
148,253,252
149,248,252
150,243,252
151,238,249
152,235,242
153,244,242
154,248,242
155,253,242
156,264,242
157,253,246
158,248,246
159,243,245
160,234,242
161,239,239
162,245,237
163,249,238
164,253,237
165,260,239
166,266,242
167,260,249
168,254,252
169,249,252
170,244,252
171,239,249
172,236,243
173,245,242
174,249,242
175,253,242
176,264,242
177,253,245
178,249,246
179,244,245
180,233,241
181,239,239
182,244,238
183,249,239
184,253,238
185,259,239
186,266,241
187,260,247
188,253,250
189,249,250
190,244,250
191,239,247
192,236,242
193,244,242
194,249,242
195,253,242
196,264,242
197,253,244
198,249,245
199,244,244
200,234,240
201,240,239
202,245,238
203,248,239
204,252,238
205,258,240
206,265,240
207,258,245
208,252,246
209,248,247
210,244,246
211,239,244
212,236,241
213,245,242
214,248,242
215,252,242
216,262,241
217,252,242
218,248,242
219,244,242
220,232,240
221,238,239
222,244,238
223,248,239
224,252,238
225,258,239
226,265,240
227,258,244
228,252,246
229,248,246
230,243,245
231,238,244
232,235,240
233,244,241
234,248,242
235,252,242
236,262,241
237,252,241
238,248,241
239,244,241
240,232,239
241,238,238
242,243,236
243,248,237
244,253,236
245,258,237
246,265,240
247,259,244
248,253,246
249,247,247
250,242,246
251,237,244
252,234,240
253,243,240
254,248,240
255,252,240
256,262,240
257,252,241
258,248,242
259,243,241
260,232,240
261,238,238
262,243,236
263,248,237
264,252,236
265,258,237
266,265,240
267,259,245
268,252,247
269,248,247
270,243,247
271,238,244
272,235,240
273,243,240
274,248,240
275,252,240
276,262,240
277,252,241
278,248,242
279,243,241
