,x,y
0,230,241
1,235,238
2,240,236
3,244,237
4,248,236
5,253,238
6,260,241
7,253,244
8,248,246
9,244,246
10,240,245
11,235,244
12,232,241
13,240,240
14,244,240
15,248,240
16,257,241
17,248,240
18,244,241
19,240,240
20,230,241
21,235,238
22,240,236
23,244,237
24,248,236
25,254,238
26,260,241
27,254,244
28,248,246
29,244,246
30,240,245
31,235,244
32,232,240
33,240,240
34,244,241
35,248,240
36,257,241
37,248,241
38,244,241
39,240,240
40,229,240
41,235,238
42,240,237
43,244,238
44,248,237
45,253,238
46,260,241
47,253,244
48,248,245
49,243,246
50,239,245
51,235,244
52,232,240
53,240,240
54,244,241
55,248,240
56,257,241
57,248,240
58,244,241
59,240,240
60,229,241
61,235,238
62,240,236
63,243,238
64,247,237
65,253,238
66,260,241
67,253,244
68,248,246
69,243,246
70,239,246
71,235,244
72,232,241
73,240,240
74,243,241
75,247,240
76,257,241
77,248,241
78,243,241
79,240,240
80,229,240
81,235,238
82,239,237
83,243,238
84,247,237
85,253,239
86,259,241
87,253,244
88,247,245
89,243,246
90,239,245
91,234,244
92,231,240
93,239,240
94,243,241
95,247,240
96,257,241
97,247,240
98,243,241
99,239,240
100,229,241
101,235,238
102,239,237
103,243,238
104,247,237
105,253,238
106,259,240
107,253,244
108,247,246
109,243,246
110,239,245
111,234,244
112,231,241
113,239,240
114,243,241
115,247,240
116,257,241
117,247,241
118,243,241
119,239,241
120,226,240
121,232,237
122,239,235
123,244,236
124,249,235
125,255,236
126,262,239
127,256,248
128,249,251
129,243,252
130,238,251
131,232,248
132,229,240
133,239,238
134,244,239
135,249,238
136,259,240
137,249,245
138,243,245
139,238,245
140,225,238
141,232,236
142,238,234
143,243,235
144,248,234
145,256,235
146,263,238
147,256,247
148,249,251
149,243,252
150,237,251
151,231,248
152,228,239
153,238,238
154,243,238
155,248,238
156,260,239
157,248,245
158,243,245
159,238,245
160,225,237
161,231,235
162,238,234
163,244,235
164,249,234
165,257,235
166,264,237
167,257,247
168,249,251
169,244,252
170,237,251
171,231,247
172,227,238
173,238,237
174,244,238
175,249,237
176,261,238
177,249,245
178,244,246
179,238,245
180,226,239
181,232,236
182,239,234
183,244,235
184,249,234
185,257,235
186,264,238
187,257,250
188,249,254
189,244,255
190,238,254
191,231,250
192,228,240
193,239,237
194,244,238
195,249,238
196,261,239
197,249,248
198,244,248
199,238,248
200,226,240
201,233,237
202,239,236
203,244,237
204,249,235
205,255,237
206,262,239
207,256,248
208,249,251
209,244,252
210,238,251
211,233,248
212,229,240
213,239,240
214,244,240
215,249,240
216,259,240
217,249,245
218,244,245
219,239,245
220,227,239
221,234,238
222,239,237
223,243,238
224,247,237
225,252,238
226,259,240
227,252,244
228,247,246
229,242,246
230,238,245
231,233,243
232,230,239
233,239,240
234,243,241
235,247,241
236,257,240
237,246,241
238,243,241
239,239,240
240,227,239
241,234,238
242,239,237
243,243,238
244,247,237
245,253,239
246,260,240
247,253,244
248,247,245
249,242,245
250,238,244
251,233,243
252,230,239
253,239,241
254,243,241
255,247,241
256,257,240
257,247,241
258,243,241
259,239,240
260,227,240
261,233,237
262,238,236
263,242,237
264,247,236
265,253,237
266,260,240
267,253,246
268,247,248
269,242,248
270,238,248
271,232,246
272,229,240
273,238,239
274,242,240
275,247,240
276,257,241
277,247,243
278,242,243
279,238,242
280,226,240
281,233,237
282,238,235
283,243,236
284,247,235
285,253,237
286,260,240
287,253,246
288,247,248
289,242,249
290,237,248
291,232,246
292,229,240
293,238,238
294,242,239
295,247,239
296,257,240
297,247,243
298,242,243
299,238,243
300,227,240
301,233,237
302,238,235
303,243,236
304,247,235
305,253,237
306,260,240
307,253,245
308,247,247
309,242,248
310,238,247
311,233,245
312,230,240
313,238,239
314,243,240
315,247,239
316,257,240
317,247,242
318,243,242
319,238,242
320,228,240
321,234,237
322,239,235
323,243,237
324,247,236
325,253,238
326,260,240
327,253,244
328,247,246
329,242,246
330,238,246
331,234,244
332,230,240
333,239,239
334,243,240
335,247,240
336,257,240
337,247,241
338,243,241
339,239,240
