,x,y
0,229,242
1,234,240
2,238,238
3,242,239
4,246,237
5,251,239
6,258,241
7,252,245
8,246,246
9,242,246
10,238,246
11,234,245
12,231,242
13,238,241
14,242,241
15,246,241
16,255,241
17,246,241
18,242,242
19,238,241
20,229,242
21,234,239
22,238,238
23,242,239
24,246,237
25,251,239
26,258,241
27,251,244
28,246,245
29,242,246
30,238,245
31,234,244
32,231,242
33,238,241
34,242,241
35,246,241
36,255,241
37,246,241
38,242,241
39,238,241
40,229,242
41,234,240
42,238,238
43,242,239
44,246,238
45,251,239
46,258,242
47,251,245
48,246,246
49,242,247
50,238,246
51,234,245
52,231,242
53,238,241
54,242,242
55,246,241
56,255,242
57,246,242
58,242,242
59,238,241
60,229,242
61,234,240
62,239,238
63,242,239
64,246,238
65,252,239
66,259,242
67,252,245
68,247,246
69,242,247
70,238,246
71,234,245
72,232,242
73,238,241
74,242,242
75,246,241
76,256,242
77,246,242
78,242,242
79,238,241
80,229,242
81,234,240
82,239,238
83,242,239
84,246,238
85,252,239
86,258,241
87,252,245
88,246,246
89,242,247
90,238,247
91,234,246
92,231,242
93,238,241
94,242,242
95,246,241
96,256,242
97,246,242
98,242,242
99,238,242
100,229,242
101,234,240
102,239,238
103,242,239
104,246,238
105,252,239
106,259,241
107,252,245
108,246,246
109,242,246
110,238,246
111,234,245
112,232,242
113,239,241
114,242,242
115,246,241
116,256,242
117,246,242
118,242,242
119,239,242
120,229,243
121,234,240
122,239,238
123,242,239
124,246,238
125,252,239
126,259,242
127,252,245
128,247,246
129,243,247
130,239,247
131,234,245
132,232,242
133,239,241
134,242,242
135,246,241
136,256,242
137,246,242
138,242,242
139,239,242
140,229,243
141,234,240
142,238,237
143,243,238
144,247,237
145,253,239
146,260,242
147,254,248
148,248,250
149,243,250
150,238,250
151,234,248
152,232,243
153,239,241
154,243,242
155,247,242
156,257,243
157,247,244
158,243,245
159,238,244
160,229,243
161,234,239
162,239,236
163,243,237
164,248,236
165,255,238
166,262,241
167,255,248
168,249,252
169,243,252
170,239,252
171,234,249
172,232,243
173,239,241
174,243,241
175,248,240
176,259,241
177,248,246
178,243,246
179,239,246
180,229,243
181,234,239
182,239,237
183,244,237
184,248,236
185,255,238
186,262,241
187,256,249
188,249,253
189,244,253
190,239,253
191,234,250
192,231,243
193,239,241
194,244,241
195,249,240
196,259,241
197,249,247
198,244,247
199,239,247
200,229,242
201,235,240
202,240,238
203,244,239
204,248,238
205,254,239
206,261,241
207,255,247
208,249,250
209,244,250
210,240,250
211,235,247
212,232,242
213,240,242
214,244,242
215,248,242
216,258,242
217,248,245
218,244,245
219,240,245
220,230,242
221,235,240
222,240,239
223,243,240
224,247,238
225,253,239
226,260,240
227,253,244
228,248,246
229,244,246
230,240,246
231,236,245
232,232,242
233,240,242
234,243,242
235,247,242
236,257,241
237,247,242
238,243,242
239,240,242
240,229,242
241,235,240
242,240,238
243,244,239
244,248,238
245,253,239
246,260,241
247,253,244
248,248,246
249,244,246
250,240,246
251,235,245
252,232,242
253,240,241
254,244,242
255,248,241
256,257,241
257,248,242
258,244,242
259,240,242
260,229,242
261,234,239
262,239,236
263,243,237
264,248,236
265,254,237
266,261,240
267,255,246
268,248,248
269,244,249
270,239,249
271,234,247
272,231,242
273,239,240
274,243,240
275,248,240
276,258,240
277,248,243
278,243,243
279,239,243
280,229,241
281,234,238
282,239,236
283,243,237
284,248,236
285,254,237
286,261,239
287,255,245
288,248,248
289,243,248
290,239,248
291,234,246
292,231,241
293,239,239
294,243,240
295,248,239
296,258,240
297,248,243
298,243,243
299,239,243
300,229,241
301,234,238
302,239,236
303,243,237
304,247,236
305,253,237
306,260,239
307,254,244
308,248,246
309,243,247
310,239,246
311,234,245
312,232,241
313,239,240
314,243,240
315,247,240
316,258,240
317,247,241
318,243,242
319,239,241
